generation,i,fitness,hash,mom_hash,dad_hash,values
2,131,[-5.145249252616796, 4.747911302618327],982130875388969541,5281025056985342900,2126055586581529524,0.7158410473406658  -3.244526560566129
2,132,[-3.6474187866189705, -4.4003734744712695],3888196495230793236,2472006688270114938,1091791469069005060,-1.8403688066295611  4.6950127428130255
2,133,[-5.615996939365095, 0.7238058644417285],-324398337891673238,2472006688270114938,1091791469069005060,2.715207372188991  -0.9746241458539462
2,134,[-5.32820789512364, 7.578455745860917],646308541527404698,-258670467799135874,7893019266843484391,1.2172476970630282  -2.902976422582201
2,135,[-4.553668283632478, -0.14323540509927835],5296694952578252173,-7096970670896579620,8819697990707962619,-3.6537872283882997  -1.4561496780261853
2,136,[-4.40832630956432, 2.878769149116274],8395994842118341872,-7992483801225745598,3486251026871614632,0.7158410473406658  4.032404020343899
2,137,[-3.120623995030331, 1.3732058826835996],7870419038852355779,-7096970670896579620,8819697990707962619,4.919665485002492  3.1147122016594064
2,138,[-4.182546462364688, 2.549069704462029],7781504962245361684,4393257018061223908,6508540422630761174,0.859345739058206  4.272764247610208
2,139,[-6.156265669417932, 2.7277599739371605],3120292478446623398,4393257018061223908,6508540422630761174,-0.9153406623105367  2.246232134918367
2,140,[-3.8717524288001766, 13.866627493956546],1171228703995309156,4638509015578901957,-7638436138119889446,-4.566004236923401  1.288734010676892
2,141,[-3.361141750209719, 0.4695814470348014],2319703276233461480,-3570267801811116023,-7196893035547083682,-2.7705497347895602  4.6950127428130255
2,142,[-8.184363127466185, 4.249562806120964],5359879960117890431,-3570267801811116023,-7196893035547083682,0.5429702259478599  0.8418928182363512
2,143,[-5.236801304346357, -1.4004550337572352],-8127447068607072024,-1842869530387630824,-7196893035547083682,-2.7705497347895602  -1.66889500936364
2,144,[-7.762886027540077, 1.2365284042494276],-5310672880312010610,-1842869530387630824,-7196893035547083682,-0.9457081568516523  0.8418928182363512
2,145,[-4.652548175209421, 1.8000811075663679],-8480924337120989135,480605757180284698,2963117180621063189,3.8249472581885247  -0.08311315899965699
2,146,[-3.7844459115401268, 3.086222814276937],6262261719573081156,-2806819395601324657,-3016571966008528107,4.732380084295718  1.0995006730228578
2,147,[-5.213526224338658, 4.511697202611982],-1421375328526287172,7258387301930465877,5693485854139517322,-3.184559382561977  0.6814005584256924
2,148,[-3.633646411059659, 7.348997900349345],3709008771723039348,1171228703995309156,-7420678615431827460,-4.566004236923401  -2.184682768301033
2,149,[-2.6117577511209427, 16.471778198337617],-6636976439326700893,-7638436138119889446,8437047853184406223,-4.566004236923401  -4.920711188331566
3,0,[-7.851424045795562, -2.574796431914505],2807005420609921119,2963945460404963577,-3526081259314180828,0.1881574714653862  -1.1947251278350333
3,1,[-7.4397195598923265, -1.7271818813850697],8043944535887518918,1040154207569645138,3043456225782320078,0.6142577857210139  -1.3451459399244312
3,2,[-6.594990518646828, -0.6600881269310219],-3960334102535553702,1040154207569645138,3043456225782320078,0.5429702259478599  -2.0093033384997536
3,3,[-8.697853862955846, 0.046350950127441726],2756423862932218469,7238022499450487289,8382805241460748472,-0.4172314089038167  -0.5590039759529963
3,4,[-8.225194910619015, 2.9790169077699034],7685377284191492402,2213954643416141349,-5310672880312010610,-0.49556066202288385  0.8418928182363512
3,5,[-6.436262549078969, -5.783670301543528],-8269089510704590432,-2001341698598202929,3888196495230793236,-1.8403688066295611  -1.2112259744388898
3,6,[-5.678880693855063, -3.9910976484646774],8054129953452448273,-7665108037872793921,7609695041532634145,-1.8938270488248876  -2.1017933873818064
3,7,[-7.945027937947574, 0.5093342170707387],-2940698736804902350,8485608391406412443,-14317144573382844,-0.9153406623105367  0.6964893684241158
3,8,[-7.621468860227001, -1.3006675034998967],-1677734190793769086,-5064312875206697341,-1425823683462792548,0.6142577857210139  -1.2112259744388898
3,9,[-7.482240614290085, 2.9054886412117567],-1282655222810108493,6262261719573081156,-6219067810423409381,-0.9457081568516523  1.0995006730228578
3,10,[-7.356103951455113, 9.055551439488006],8606751878540369945,-5393972292984670157,-3526081259314180828,1.071523353166893  1.0995006730228578
3,11,[-6.580741092821116, -4.217913397495063],-947505002430521080,-14317144573382844,-2995418075689863379,-0.9153406623105367  -1.881330575298017
3,12,[-6.084278386435282, -6.270409955263306],-2160596466625372140,-8127447068607072024,667031982019644531,-1.8403688066295611  -1.66889500936364
3,13,[-4.48683092285573, -1.2040611708517357],-4238678714147763077,-6711682150742972815,6267954440633990939,3.8249472581885247  -1.1947251278350333
3,14,[-7.289540968666197, 4.0958101739519375],-2998815564535012123,1171228703995309156,8660225099659851776,-0.9153406623105367  1.288734010676892
3,15,[-6.338701393125525, -6.210184679428701],1452589215976697572,1040154207569645138,667031982019644531,-1.8403688066295611  -1.3451459399244312
3,16,[-4.367635295438694, -1.009560335806825],-3736066232452504838,2213954643416141349,-5310672880312010610,-0.9457081568516523  4.032404020343899
3,17,[-3.746209868208106, -4.7853505668581215],1325849131959780268,6262261719573081156,-6219067810423409381,4.732380084295718  -1.305697610867369
3,18,[-8.400823347784048, 3.288439206054637],254596973612592097,1040154207569645138,667031982019644531,0.5429702259478599  0.6814005584256924
3,19,[-7.039836648630812, -2.118644883480318],8827683310042270217,1040154207569645138,-3576786273586050438,0.5429702259478599  -1.66889500936364
3,20,[-8.270660974103793, -1.5760314988326214],808185834140767396,-5310672880312010610,187323337614043052,-0.9457081568516523  -0.08311315899965699
3,21,[-4.850236704121239, -0.3668794374027815],-3207406398051545462,667031982019644531,6267954440633990939,-1.8403688066295611  3.1147122016594064
3,22,[-6.0384888843536615, 1.5140209234588475],4668744488183058075,-14317144573382844,1742362895951538569,-1.3640403604323872  2.121477605682389
3,23,[-8.054235943659439, 4.926509508467778],-6704088941765683061,-4142187768430301537,4740462731570266266,0.8279403414917148  0.6964893684241158
3,24,[-6.468002993445918, 4.952012469471747],-6460587600817093271,-14317144573382844,-2995418075689863379,-0.49556066202288385  2.121477605682389
3,25,[-6.460597339324028, -5.7700192378406925],-795743177948535957,-6711682150742972815,1873634493354475687,-1.8286253594175363  -1.1947251278350333
3,26,[-5.455129859395122, -0.7843493058439619],7082428697650876099,1040154207569645138,-3576786273586050438,2.715207372188991  -1.3451459399244312
3,27,[-5.748548552176299, 0.12578217620708454],7208456383775049763,187323337614043052,-6219067810423409381,2.4409058161020063  -1.305697610867369
3,28,[-4.401127879941578, 0.5215074480548182],-5582340195730534324,7238022499450487289,8382805241460748472,-0.49556066202288385  4.073588950169615
3,29,[-6.453439759682123, 2.018504414516686],-4107453161285654634,8054129953452448273,6262261719573081156,-1.8938270488248876  1.0995006730228578
3,30,[-5.651734766460448, 4.0066290557777196],6144568051657169600,-8127447068607072024,667031982019644531,-2.7705497347895602  0.6814005584256924
3,31,[-5.4008711810549235, -1.341856235581374],1810430197505596110,-8127447068607072024,6361090992526617696,-2.7705497347895602  -1.3458152617960053
3,32,[-5.320018087399703, 3.4255668746920085],7302363904905647790,-4142187768430301537,4740462731570266266,-3.1233276833132386  0.4497434527122941
3,33,[-5.286553377855396, -0.8445745816785668],-3576786273586050438,-8127447068607072024,6361090992526617696,2.715207372188991  -1.66889500936364
3,34,[-7.437836350781691, 8.2451530503363],-4559449656500101817,5359879960117890431,646308541527404698,1.2172476970630282  0.8418928182363512
3,35,[-5.5395952577806105, 3.58286550164558],-835076626929297845,5359879960117890431,646308541527404698,0.5429702259478599  -2.902976422582201
3,36,[-6.030172284329564, 5.389427673104811],1302552944409253806,667031982019644531,7978888248582334532,2.4355235219902234  0.6814005584256924
3,37,[-5.080847564866485, 7.653121792402157],3291171835282086742,-7665108037872793921,7609695041532634145,2.63840483383476  2.121477605682389
3,38,[-4.652548175209421, 1.8000811075663679],-8480924337120989135,187323337614043052,6267954440633990939,3.8249472581885247  -0.08311315899965699
3,39,[-4.3966461256349065, 6.155014422714757],-3478418740114037442,-5393972292984670157,-3526081259314180828,0.1881574714653862  -4.104404863997989
3,40,[-4.378947113946784, -0.7325198065148504],-4057347498881969534,667031982019644531,7978888248582334532,-1.8403688066295611  3.6960418039133067
3,41,[-3.589924254408829, -4.31824981130335],-3688312913606033602,5589324076648687473,5053631609219931785,-1.8403688066295611  4.780239751761252
3,42,[-6.3223603272503714, -2.9537941373204797],430117767346431284,4115269339867534682,-7665108037872793921,-0.9153406623105367  -2.1017933873818064
3,43,[-3.8898335511421536, -1.5191543010393418],-8290799766372370877,-2001341698598202929,3888196495230793236,-0.49556066202288385  4.6950127428130255
3,44,[-5.440178536029276, 0.7201503842231705],7893019266843484391,6155064418740357662,458339366783016430,-0.9153406623105367  -2.902976422582201
3,45,[-8.047235238284818, 4.645965067962232],1260457986881107181,678888061772157827,5426824391858499340,1.083610783376482  0.07614092241727288
3,46,[-4.3066190603794485, 4.929081742810592],2755403412735666055,8382805241460748472,-5393972292984670157,1.071523353166893  4.073588950169615
3,47,[-4.381861675644955, 6.023715736751724],233429535740412260,8382805241460748472,-5393972292984670157,-0.4172314089038167  -4.104404863997989
3,48,[-4.167973276022839, -2.2100587395397207],613646859985091023,7781504962245361684,-3823784466257516173,-0.9438756794054157  4.272764247610208
3,49,[-8.320845232451283, -1.4257122143834948],-5242266907456427606,-14317144573382844,-8480924337120989135,-0.9153406623105367  -0.08311315899965699
3,50,[-8.066664348170345, 4.569839750157018],-7460074273526209500,-5064312875206697341,-1425823683462792548,1.071523353166893  0.07614092241727288
3,51,[-8.054235943659439, 4.926509508467778],-6704088941765683061,-4142187768430301537,4740462731570266266,0.8279403414917148  0.6964893684241158
3,52,[-8.050894093788818, 4.575732028452136],-4115475474234898756,5589324076648687473,5053631609219931785,1.083610783376482  -0.02940581222119132
3,53,[-4.745798297425726, -0.8365374344293803],-1279615481320110299,6155064418740357662,458339366783016430,3.3320473530625367  -1.66889500936364
3,54,[-6.823052727822491, 2.1602147917031664],5841248896923798944,1171228703995309156,-5213422594189516641,-1.4115872029585685  1.288734010676892
3,55,[-6.193865278381034, 2.279952109602893],3463391559643764338,-5856198327837616013,1873634493354475687,-1.4115872029585685  1.9349582903656604
3,56,[-6.9840074298081, 6.476125517379223],-3174325872619022515,-142737264705481847,1181317114386599836,1.7859515374466124  -0.17811182527675573
3,57,[-6.7614009251711895, -0.8308305279683554],4309608658364620066,1873634493354475687,-4142187768430301537,-1.8286253594175363  0.6964893684241158
3,58,[-6.024625797897217, -1.3045359936287884],5336624975705131664,-7059666356407224950,-4764579325901461764,-0.9153406623105367  -2.362525512232235
3,59,[-5.780388153989934, 5.675925652192115],-3369141219519138370,2963945460404963577,-3526081259314180828,-2.5103444510100204  1.0995006730228578
3,60,[-5.320018087399703, 3.4255668746920085],7302363904905647790,-4142187768430301537,4740462731570266266,-3.1233276833132386  0.4497434527122941
3,61,[-4.531914833050039, 5.863718148639056],-7908899341324896618,187323337614043052,6267954440633990939,2.4409058161020063  3.1147122016594064
3,62,[-4.408810919693915, 0.6530976039075297],8382805241460748472,8382805241460748472,8382805241460748472,-0.4172314089038167  4.073588950169615
3,63,[-4.408810919693915, 0.6530976039075297],8382805241460748472,8382805241460748472,8382805241460748472,-0.4172314089038167  4.073588950169615
3,64,[-5.8170081429884535, 2.606348240706026],-7445955394126904664,-5856198327837616013,1873634493354475687,-1.8286253594175363  1.9986955668677764
3,65,[-4.30715576836637, 4.158730647554539],-4062698201192966331,-3823784466257516173,-5393972292984670157,-0.9438756794054157  -4.104404863997989
3,66,[-5.628497415192624, 5.593530391077097],3344073636002754488,7781504962245361684,-3823784466257516173,0.859345739058206  2.742216366497452
3,67,[-5.549782314733914, 6.975371175175595],8893328132675963489,-3823784466257516173,-5393972292984670157,1.071523353166893  2.742216366497452
3,68,[-5.506578347879836, 0.7330886579546494],1285873415695733238,-7059666356407224950,-4764579325901461764,-0.9457081568516523  2.8293404904882626
3,69,[-5.457514916264047, 1.0193147655382049],4212905722300140504,-142737264705481847,1181317114386599836,2.3725773778696073  -1.881330575298017
3,70,[-4.1695481138068455, 6.585636572350261],-3252974574237944373,-14317144573382844,-8480924337120989135,3.8249472581885247  2.121477605682389
3,71,[-3.768700318689007, 8.593234903829423],-3979956465351690523,4115269339867534682,-7665108037872793921,2.63840483383476  -4.104404863997989
3,72,[-3.538063108857706, -4.530324635176925],8917228970278529101,7870419038852355779,-93640382562622384,4.919665485002492  -1.66889500936364
3,73,[-7.621538923974564, -3.563298839231559],1409518405306746376,-324398337891673238,-5310672880312010610,-0.9457081568516523  -0.9746241458539462
3,74,[-3.8337564118865393, -3.370772215869372],8466748003288520200,3888196495230793236,-6633971225851650652,-0.9676850060533182  4.6950127428130255
3,75,[-6.846105918647497, -1.910098342079267],-4210165331819050953,3888196495230793236,-6633971225851650652,-1.8403688066295611  0.4497434527122941
3,76,[-6.7465707909206705, -0.7797157372898393],2792027068554551336,-8320761250288874022,4309608658364620066,-1.8403688066295611  0.6964893684241158
3,77,[-6.7465707909206705, -0.7797157372898393],2792027068554551336,-8320761250288874022,4309608658364620066,-1.8403688066295611  0.6964893684241158
3,78,[-6.430101522364494, -3.5228032443534314],-2234595610853098129,3120292478446623398,-3960334102535553702,-0.9153406623105367  -2.0093033384997536
3,79,[-3.550045833296935, -2.9233792487044266],-22899239398367553,8054129953452448273,6262261719573081156,4.732380084295718  -2.1017933873818064
3,80,[-5.363638240949369, 2.48871016244438],-8142807716079122369,7870419038852355779,-93640382562622384,0.0020241843624031475  3.1147122016594064
3,81,[-6.1422851324618355, 3.5379913700890895],-5920049428342221470,-8480924337120989135,7978888248582334532,2.4355235219902234  -0.08311315899965699
3,82,[-6.003078802767732, 3.714545271947608],-8229440866148006195,-142737264705481847,-3234722139617640413,1.7236790768679189  -1.881330575298017
3,83,[-6.299057662086706, 5.59047509135957],1394553986764167825,3120292478446623398,-3960334102535553702,0.5429702259478599  2.246232134918367
3,84,[-7.162350568163925, 10.023118847923396],1381462275041445845,-3234722139617640413,1381462275041445845,1.0601127541866182  1.288734010676892
3,85,[-6.437305003219382, 11.907774362560964],-2194047826809972890,-142737264705481847,-3234722139617640413,1.7859515374466124  1.288734010676892
3,86,[-6.502247442866796, 12.028268843394608],-3234722139617640413,-3234722139617640413,1381462275041445845,1.7236790768679189  1.288734010676892
3,87,[-6.447894662552431, -5.718904447162176],-6711682150742972815,5053631609219931785,-6711682150742972815,-1.8403688066295611  -1.1947251278350333
3,88,[-8.06938963987877, -1.677408424796619],-4762451118015353900,7238022499450487289,-4764579325901461764,-0.9153406623105367  -0.5590039759529963
3,89,[-7.75934072300141, 6.436642891042197],8485608391406412443,8699510866281800124,1381462275041445845,1.0601127541866182  0.6964893684241158
3,90,[-7.720661694633815, -2.837685273730249],-7446291740726911975,7238022499450487289,2963945460404963577,-0.49556066202288385  -1.1947251278350333
3,91,[-8.270660974103793, -1.5760314988326214],808185834140767396,-5310672880312010610,187323337614043052,-0.9457081568516523  -0.08311315899965699
3,92,[-4.850236704121239, -0.3668794374027815],-3207406398051545462,667031982019644531,6267954440633990939,-1.8403688066295611  3.1147122016594064
3,93,[-7.945027937947574, 0.5093342170707387],-2940698736804902350,8485608391406412443,-14317144573382844,-0.9153406623105367  0.6964893684241158
3,94,[-7.550961254981249, 2.8413730070703047],7540552121819447564,-5173466146530650366,3120292478446623398,-0.9153406623105367  1.0653240138832212
3,95,[-7.487094831333334, 5.227113237033719],8641394038551690351,8699510866281800124,1381462275041445845,-0.6580539920226887  1.288734010676892
3,96,[-6.447894662552431, -5.718904447162176],-6711682150742972815,5053631609219931785,-6711682150742972815,-1.8403688066295611  -1.1947251278350333
3,97,[-8.03046370373662, 5.043626818360853],-1677445879155671379,667031982019644531,7781504962245361684,0.859345739058206  0.6814005584256924
3,98,[-5.907516015509847, -5.5069633518556405],9183578185913300734,5053631609219931785,-142737264705481847,-1.8403688066295611  -1.881330575298017
3,99,[-7.926162210626861, 5.378695126108434],3392968686663210266,-6633971225851650652,-5064312875206697341,1.071523353166893  0.4497434527122941
3,100,[-7.7288238436346965, 6.585203048703075],-6377080014900279205,-471796273056444360,5589324076648687473,1.083610783376482  0.6964893684241158
3,101,[-7.334004651273886, -4.75406904294163],-3690538002646863468,-6633971225851650652,-5064312875206697341,-0.9676850060533182  -1.2112259744388898
3,102,[-3.943758485177793, -3.3578829796271745],-8320761250288874022,667031982019644531,7781504962245361684,-1.8403688066295611  4.272764247610208
3,103,[-6.996054672286446, 6.311827385428827],125673541585517332,5053631609219931785,-142737264705481847,1.7859515374466124  -0.02940581222119132
3,104,[-6.985214534384041, -3.8500569378209457],-651470051882491480,-8994103081702479046,8699510866281800124,-0.6580539920226887  -1.66889500936364
3,105,[-4.88428537464752, 1.5738873672083815],-855137483503032535,-7733158106485021082,3709008771723039348,2.839664164139384  -2.184682768301033
3,106,[-4.856021381838667, -0.4179942280812976],-1689824808241476732,1873634493354475687,6267954440633990939,-1.8286253594175363  3.1147122016594064
3,107,[-4.422923642517263, 2.3347117923253546],-4508467137414281633,8395994842118341872,-577407633912423780,0.6142577857210139  4.032404020343899
3,108,[-4.243041556891127, 7.441340813801526],-8615330331479608258,1873634493354475687,6267954440633990939,3.8249472581885247  1.9349582903656604
3,109,[-3.9474144920197545, -3.4089977703056906],-2404822277494437164,-8320761250288874022,4309608658364620066,-1.8286253594175363  4.272764247610208
3,110,[-5.862086881563103, 2.9264975374910858],356052903544406957,-6711682150742972815,1873634493354475687,-1.8403688066295611  1.9349582903656604
3,111,[-4.049258439799229, 3.262652850683466],338566740898856880,-5393972292984670157,7609695041532634145,-1.8938270488248876  -4.104404863997989
3,112,[-3.8416557948330015, -3.111323520110691],-6242886693113028578,-4764579325901461764,-2108759567670170354,-0.9153406623105367  4.6950127428130255
3,113,[-6.920336180326794, -2.789186757540779],5053631609219931785,5053631609219931785,-6711682150742972815,-1.8403688066295611  -0.02940581222119132
3,114,[-6.35159645615864, 0.77213342402779],-2185341062262190387,-577407633912423780,3709008771723039348,0.6142577857210139  -2.184682768301033
3,115,[-6.314135895657173, 1.3161907808187094],3673091628635576293,8395994842118341872,3709008771723039348,0.7158410473406658  -2.184682768301033
3,116,[-6.223075645847578, 9.287151924371855],4365960695003075124,8485608391406412443,-14317144573382844,1.0601127541866182  2.121477605682389
3,117,[-5.9787941017380595, 0.9427093017346132],3599873009857179353,7238022499450487289,2963945460404963577,-2.5103444510100204  -0.5590039759529963
3,118,[-5.629962534883615, 2.475577161475125],-4164820493510315366,7238022499450487289,-4764579325901461764,-0.49556066202288385  2.8293404904882626
3,119,[-4.8088015363231476, 2.521371224980194],-8984829307394581189,-1982126751427081897,-3526081259314180828,0.1881574714653862  3.6558472047807395
3,120,[-5.966628137325446, 6.328395320379814],-3283863471188246257,-5310672880312010610,187323337614043052,2.4409058161020063  0.8418928182363512
3,121,[-3.454753081241577, -3.071767878627629],-3870788442299294818,-3960334102535553702,7870419038852355779,4.919665485002492  -2.0093033384997536
3,122,[-6.459256125360701, 1.0950994853751939],1153652333331039647,3043456225782320078,7781504962245361684,0.859345739058206  -2.0093033384997536
3,123,[-5.943802898642464, 3.0458418151634588],-8104084480541970693,2963945460404963577,667031982019644531,-2.5103444510100204  0.6814005584256924
3,124,[-5.594641099561527, 1.4387100195765825],8853018283806077084,-5173466146530650366,3120292478446623398,-1.8403688066295611  2.246232134918367
3,125,[-5.856498551977385, 3.4606137148580336],7402907125096669383,-8994103081702479046,8699510866281800124,-2.582908298483914  0.6964893684241158
3,126,[-4.782556755979729, 4.49397800881637],5281025056985342900,8395994842118341872,-577407633912423780,0.7158410473406658  3.6179106046394267
3,127,[-4.773101331456928, 3.6421634827876646],-5256221021025920736,-471796273056444360,5053631609219931785,-3.697827206873958  -0.02940581222119132
3,128,[-4.5976787108746136, 3.6515174105820893],-1258321964369513859,667031982019644531,6267954440633990939,3.8249472581885247  0.6814005584256924
3,129,[-3.728636332580204, 4.147963838907659],6267954440633990939,8657667711684701011,7870419038852355779,3.8249472581885247  3.1147122016594064
3,130,[-3.5132094912964114, 5.16754802114956],-1184254361716159102,8657667711684701011,7870419038852355779,4.919665485002492  1.775576726316329
3,131,[-3.451470614539587, 3.7823234697955903],-8630373350921616621,-8480924337120989135,7978888248582334532,3.8249472581885247  3.6960418039133067
3,132,[-5.708534171023592, 4.6461196362949],1375837261593873038,9103138620607044727,6361090992526617696,2.715207372188991  0.6964893684241158
3,133,[-5.663478976043731, 5.523633107922715],-7044589623510430224,-324398337891673238,-5310672880312010610,2.715207372188991  0.8418928182363512
3,134,[-5.313486422480088, 3.784885634380206],7780873378616096895,-3960334102535553702,7870419038852355779,0.5429702259478599  3.1147122016594064
3,135,[-4.511443516983727, 6.281601247610746],7874978679637686592,-1982126751427081897,-3526081259314180828,3.8249472581885247  1.0995006730228578
3,136,[-4.2175178159016165, 1.1251198184164566],-1729405930378052676,3043456225782320078,7781504962245361684,0.6142577857210139  4.272764247610208
3,137,[-6.608509068144742, 6.80922810316753],2024742792730668963,-5856198327837616013,-3960334102535553702,0.5429702259478599  1.9986955668677764
3,138,[-6.216703390480809, 9.35958676422752],1877156007649107108,-5393972292984670157,7609695041532634145,1.071523353166893  2.121477605682389
3,139,[-6.119429548681556, -5.458398626602202],6605468850605712938,-5856198327837616013,-3960334102535553702,-1.4115872029585685  -2.0093033384997536
3,140,[-5.578314540880404, 4.621418142877749],-5028809583442971668,-4764579325901461764,-2108759567670170354,0.7158410473406658  2.8293404904882626
3,141,[-3.9702188701776926, 10.280151537075348],1229345531725418929,-7733158106485021082,3709008771723039348,-4.566004236923401  0.6964893684241158
3,142,[-3.7317237089880724, 5.103614616882569],2644005679920564432,9103138620607044727,6361090992526617696,-4.741268312117493  -1.3458152617960053
3,143,[-3.416336712613479, 8.40318876101481],4845254466749549986,678888061772157827,5426824391858499340,3.462893802412614  -4.104404863997989
3,144,[-2.8631050935856046, 7.701984294738011],8563301286591545187,1171228703995309156,-5213422594189516641,-4.566004236923401  4.272764247610208
3,145,[-4.795887938544073, 8.262162754262361],7470224757284737572,1873634493354475687,-4142187768430301537,-3.1233276833132386  1.9349582903656604
3,146,[-2.957212968610341, 8.91157626864691],5784240079555316230,8395994842118341872,3709008771723039348,-4.566004236923401  4.032404020343899
3,147,[-3.1188493121019607, 10.526785128347006],-8731444490652377533,-577407633912423780,3709008771723039348,-4.566004236923401  3.6179106046394267
3,148,[-2.9858160170466723, 2.1131004290250943],-6952136255217029298,-471796273056444360,5589324076648687473,-3.697827206873958  4.780239751761252
3,149,[-2.957212968610341, 8.91157626864691],5784240079555316230,8395994842118341872,3709008771723039348,-4.566004236923401  4.032404020343899
4,0,[-8.400823347784048, 3.288439206054637],254596973612592097,-8104084480541970693,7780873378616096895,0.5429702259478599  0.6814005584256924
4,1,[-7.614432768450927, 7.386591202525677],-2423623181051858835,1877156007649107108,-7044589623510430224,1.071523353166893  0.8418928182363512
4,2,[-6.03597222813632, -6.018663512046925],-4667667468863176965,8827683310042270217,338566740898856880,-1.8938270488248876  -1.66889500936364
4,3,[-7.224990985404625, -5.075214151232856],-1958243238603423733,1325849131959780268,-3690538002646863468,-0.9676850060533182  -1.305697610867369
4,4,[-5.807899046789206, -4.8629679893925255],5015711784316424287,1153652333331039647,-2404822277494437164,-1.8286253594175363  -2.0093033384997536
4,5,[-3.764443896458776, -4.464205458566896],3991911750900708661,1325849131959780268,-3690538002646863468,4.732380084295718  -1.2112259744388898
4,6,[-8.27408914298977, 1.5570271517140086],6574515779746893319,254596973612592097,-651470051882491480,-0.6580539920226887  0.6814005584256924
4,7,[-6.580741092821116, -4.217913397495063],-947505002430521080,9183578185913300734,-2940698736804902350,-0.9153406623105367  -1.881330575298017
4,8,[-6.7465707909206705, -0.7797157372898393],2792027068554551336,7402907125096669383,-8320761250288874022,-1.8403688066295611  0.6964893684241158
4,9,[-7.457001775481512, -0.0774450557859101],-6364490735950130038,-8269089510704590432,-6704088941765683061,0.8279403414917148  -1.2112259744388898
4,10,[-6.7465707909206705, -0.7797157372898393],2792027068554551336,7402907125096669383,-8320761250288874022,-1.8403688066295611  0.6964893684241158
4,11,[-6.487627176296151, 3.956098796092983],4934604411602133921,7470224757284737572,8466748003288520200,-0.9676850060533182  1.9349582903656604
4,12,[-6.458660943596849, -6.916955383151498],7949099591564311904,8917228970278529101,6605468850605712938,-1.4115872029585685  -1.66889500936364
4,13,[-3.6474187866189705, -4.4003734744712695],3888196495230793236,8466748003288520200,-8320761250288874022,-1.8403688066295611  4.6950127428130255
4,14,[-7.692040937321161, 6.793818126134855],6451048468776370089,3673091628635576293,7874978679637686592,0.7158410473406658  1.0995006730228578
4,15,[-6.580741092821116, -4.217913397495063],-947505002430521080,9183578185913300734,-2940698736804902350,-0.9153406623105367  -1.881330575298017
4,16,[-7.4356405650115, -2.55664376996746],-1102826675719693572,3392968686663210266,3463391559643764338,-1.4115872029585685  0.4497434527122941
4,17,[-8.380935988945685, 3.3720493344931484],-4666437228487357923,8485608391406412443,2024742792730668963,0.5429702259478599  0.6964893684241158
4,18,[-6.390088466051056, -5.467158003945796],2225633518638447313,-795743177948535957,338566740898856880,-1.8938270488248876  -1.1947251278350333
4,19,[-7.373116467623621, -4.5801737772507245],-1995597831520863371,-7446291740726911975,808185834140767396,-0.9457081568516523  -1.1947251278350333
4,20,[-3.9474144920197545, -3.4089977703056906],-2404822277494437164,-8320761250288874022,-1689824808241476732,-1.8286253594175363  4.272764247610208
4,21,[-6.908769689021874, -2.6248886255903825],6151989577999760066,-3174325872619022515,8853018283806077084,-1.8403688066295611  -0.17811182527675573
4,22,[-7.361555803051246, -1.3364881098708112],1742362895951538569,4309608658364620066,4668744488183058075,-1.3640403604323872  0.6964893684241158
4,23,[-6.7614009251711895, -0.8308305279683554],4309608658364620066,1375837261593873038,-795743177948535957,-1.8286253594175363  0.6964893684241158
4,24,[-6.593491412215181, -4.70202950914301],1091791469069005060,-6711682150742972815,1409518405306746376,-1.8403688066295611  -0.9746241458539462
4,25,[-4.5991789453658, -1.179627573906373],-4061424297723887745,3463391559643764338,5281025056985342900,-1.4115872029585685  3.6179106046394267
4,26,[-8.07818218665966, -0.8804970834773698],-6633971225851650652,3392968686663210266,-3690538002646863468,-0.9676850060533182  0.4497434527122941
4,27,[-7.236600826494913, 1.5051231666441733],-5064312875206697341,3392968686663210266,-3690538002646863468,1.071523353166893  -1.2112259744388898
4,28,[-8.069797512630876, 4.842899380029267],-8829084028300589866,-6704088941765683061,-1258321964369513859,0.8279403414917148  0.6814005584256924
4,29,[-7.179100214766015, -5.180583420826803],-5369574061040270255,7082428697650876099,-3690538002646863468,-0.9676850060533182  -1.3451459399244312
4,30,[-7.373116467623621, -4.5801737772507245],-1995597831520863371,-7446291740726911975,808185834140767396,-0.9457081568516523  -1.1947251278350333
4,31,[-7.039836648630812, -2.118644883480318],8827683310042270217,254596973612592097,-651470051882491480,0.5429702259478599  -1.66889500936364
4,32,[-6.612252520862302, 0.3999893322335626],-4605286346881240129,4212905722300140504,1153652333331039647,0.859345739058206  -1.881330575298017
4,33,[-6.580741092821116, -4.217913397495063],-947505002430521080,9183578185913300734,-2940698736804902350,-0.9153406623105367  -1.881330575298017
4,34,[-6.314135895657173, 1.3161907808187094],3673091628635576293,3673091628635576293,-5028809583442971668,0.7158410473406658  -2.184682768301033
4,35,[-5.578314540880404, 4.621418142877749],-5028809583442971668,3673091628635576293,-5028809583442971668,0.7158410473406658  2.8293404904882626
4,36,[-5.369676419801292, 1.7144249186798362],2925815113877563455,4212905722300140504,1153652333331039647,2.3725773778696073  -2.0093033384997536
4,37,[-4.492923318683591, 3.5422882434890286],6468221213096390930,-8104084480541970693,7780873378616096895,-2.5103444510100204  3.1147122016594064
4,38,[-5.02005135978198, 7.496628669624558],4302218853825392544,1877156007649107108,-7044589623510430224,2.715207372188991  2.121477605682389
